"Fighter","Stance","WT_Class","Date","Birthdate","Height_mean","Height_sum","Height_max","Height_min","Height_sd","Weight_mean","Weight_sum","Weight_max","Weight_min","Weight_sd","Reach_mean","Reach_sum","Reach_max","Reach_min","Reach_sd","Rnd_mean","Rnd_sum","Rnd_max","Rnd_min","Rnd_sd","SDBL_mean","SDBL_sum","SDBL_max","SDBL_min","SDBL_sd","SDB_A_mean","SDB_A_sum","SDB_A_max","SDB_A_min","SDB_A_sd","SDHL_mean","SDHL_sum","SDHL_max","SDHL_min","SDHL_sd","SDH_A_mean","SDH_A_sum","SDH_A_max","SDH_A_min","SDH_A_sd","SDLL_mean","SDLL_sum","SDLL_max","SDLL_min","SDLL_sd","SDL_A_mean","SDL_A_sum","SDL_A_max","SDL_A_min","SDL_A_sd","TSL_mean","TSL_sum","TSL_max","TSL_min","TSL_sd","TS_A_mean","TS_A_sum","TS_A_max","TS_A_min","TS_A_sd","SSL_mean","SSL_sum","SSL_max","SSL_min","SSL_sd","SS_A_mean","SS_A_sum","SS_A_max","SS_A_min","SS_A_sd","X.Total_Strikes_mean","X.Total_Strikes_sum","X.Total_Strikes_max","X.Total_Strikes_min","X.Total_Strikes_sd","KD_mean","KD_sum","KD_max","KD_min","KD_sd","X.BODY_mean","X.BODY_sum","X.BODY_max","X.BODY_min","X.BODY_sd","X.HEAD_mean","X.HEAD_sum","X.HEAD_max","X.HEAD_min","X.HEAD_sd","X.LEG_mean","X.LEG_sum","X.LEG_max","X.LEG_min","X.LEG_sd","SCBL_mean","SCBL_sum","SCBL_max","SCBL_min","SCBL_sd","SCB_A_mean","SCB_A_sum","SCB_A_max","SCB_A_min","SCB_A_sd","SCHL_mean","SCHL_sum","SCHL_max","SCHL_min","SCHL_sd","SCH_A_mean","SCH_A_sum","SCH_A_max","SCH_A_min","SCH_A_sd","SCLL_mean","SCLL_sum","SCLL_max","SCLL_min","SCLL_sd","SCL_A_mean","SCL_A_sum","SCL_A_max","SCL_A_min","SCL_A_sd","RV_mean","RV_sum","RV_max","RV_min","RV_sd","SR_mean","SR_sum","SR_max","SR_min","SR_sd","TDL_mean","TDL_sum","TDL_max","TDL_min","TDL_sd","TD_A_mean","TD_A_sum","TD_A_max","TD_A_min","TD_A_sd","TDS_mean","TDS_sum","TDS_max","TDS_min","TDS_sd","X.TK_ACC_mean","X.TK_ACC_sum","X.TK_ACC_max","X.TK_ACC_min","X.TK_ACC_sd","SGBL_mean","SGBL_sum","SGBL_max","SGBL_min","SGBL_sd","SGB_A_mean","SGB_A_sum","SGB_A_max","SGB_A_min","SGB_A_sd","SGHL_mean","SGHL_sum","SGHL_max","SGHL_min","SGHL_sd","SGH_A_mean","SGH_A_sum","SGH_A_max","SGH_A_min","SGH_A_sd","SGLL_mean","SGLL_sum","SGLL_max","SGLL_min","SGLL_sd","SGL_A_mean","SGL_A_sum","SGL_A_max","SGL_A_min","SGL_A_sd","AD_mean","AD_sum","AD_max","AD_min","AD_sd","ADTB_mean","ADTB_sum","ADTB_max","ADTB_min","ADTB_sd","ADHG_mean","ADHG_sum","ADHG_max","ADHG_min","ADHG_sd","ADTM_mean","ADTM_sum","ADTM_max","ADTM_min","ADTM_sd","ADTS_mean","ADTS_sum","ADTS_max","ADTS_min","ADTS_sd","SM_mean","SM_sum","SM_max","SM_min","SM_sd","Southpaw_Stance_mean","Southpaw_Stance_sum","Southpaw_Stance_max","Southpaw_Stance_min","Southpaw_Stance_sd","Orthodox_Stance_mean","Orthodox_Stance_sum","Orthodox_Stance_max","Orthodox_Stance_min","Orthodox_Stance_sd","Switch_Stance_mean","Switch_Stance_sum","Switch_Stance_max","Switch_Stance_min","Switch_Stance_sd","Time_Seconds_mean","Time_Seconds_sum","Time_Seconds_max","Time_Seconds_min","Time_Seconds_sd","Total_Fight_Time_Seconds_mean","Total_Fight_Time_Seconds_sum","Total_Fight_Time_Seconds_max","Total_Fight_Time_Seconds_min","Total_Fight_Time_Seconds_sd","Decision_Unanimous_mean","Decision_Unanimous_sum","Decision_Unanimous_max","Decision_Unanimous_min","Decision_Unanimous_sd","KO_TKO_mean","KO_TKO_sum","KO_TKO_max","KO_TKO_min","KO_TKO_sd","Submission_mean","Submission_sum","Submission_max","Submission_min","Submission_sd","Decision_Split_mean","Decision_Split_sum","Decision_Split_max","Decision_Split_min","Decision_Split_sd","No_Contest_mean","No_Contest_sum","No_Contest_max","No_Contest_min","No_Contest_sd","Draw_mean","Draw_sum","Draw_max","Draw_min","Draw_sd","Decision_Majority_mean","Decision_Majority_sum","Decision_Majority_max","Decision_Majority_min","Decision_Majority_sd","TKO_Doctors_Stoppage_mean","TKO_Doctors_Stoppage_sum","TKO_Doctors_Stoppage_max","TKO_Doctors_Stoppage_min","TKO_Doctors_Stoppage_sd","Africa_mean","Africa_sum","Africa_max","Africa_min","Africa_sd","Asia_mean","Asia_sum","Asia_max","Asia_min","Asia_sd","Europe_mean","Europe_sum","Europe_max","Europe_min","Europe_sd","North_America_mean","North_America_sum","North_America_max","North_America_min","North_America_sd","South_America_mean","South_America_sum","South_America_max","South_America_min","South_America_sd","Oceania_mean","Oceania_sum","Oceania_max","Oceania_min","Oceania_sd","X.Significant_Strikes_mean","X.Significant_Strikes_sum","X.Significant_Strikes_max","X.Significant_Strikes_min","X.Significant_Strikes_sd","X.Clinch_Body_Strikes_mean","X.Clinch_Body_Strikes_sum","X.Clinch_Body_Strikes_max","X.Clinch_Body_Strikes_min","X.Clinch_Body_Strikes_sd","X.Clinch_Head_Strikes_mean","X.Clinch_Head_Strikes_sum","X.Clinch_Head_Strikes_max","X.Clinch_Head_Strikes_min","X.Clinch_Head_Strikes_sd","X.Clinch_Leg_Strikes_mean","X.Clinch_Leg_Strikes_sum","X.Clinch_Leg_Strikes_max","X.Clinch_Leg_Strikes_min","X.Clinch_Leg_Strikes_sd","X.Ground_Body_Strikes_mean","X.Ground_Body_Strikes_sum","X.Ground_Body_Strikes_max","X.Ground_Body_Strikes_min","X.Ground_Body_Strikes_sd","X.Ground_Head_Strikes_mean","X.Ground_Head_Strikes_sum","X.Ground_Head_Strikes_max","X.Ground_Head_Strikes_min","X.Ground_Head_Strikes_sd","X.Ground_Leg_Strikes_mean","X.Ground_Leg_Strikes_sum","X.Ground_Leg_Strikes_max","X.Ground_Leg_Strikes_min","X.Ground_Leg_Strikes_sd","Results_mean","Results_sum","Results_max","Results_min","Results_sd"
"Alessandro Costa","Orthodox","Flyweight",2021-09-04,1995-01-24,64,64,64,64,0,125,125,125,125,0,67,67,67,67,0,3,3,3,3,0,5,5,5,5,0,9,9,9,9,0,6,6,6,6,0,55,55,55,55,0,5,5,5,5,0,6,6,6,6,0,38,38,38,38,0,107,107,107,107,0,17,17,17,17,0,71,71,71,71,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,0,11,11,11,11,0,83,83,83,83,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,133,133,133,133,0,733,733,733,733,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,23,23,23,23,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Reyes","Orthodox","Lightweight",2013-07-27,1991-09-25,71,71,71,71,0,155,155,155,155,0,73,73,73,73,0,1,1,1,1,0,1,1,1,1,0,2,2,2,2,0,7,7,7,7,0,26,26,26,26,0,4,4,4,4,0,4,4,4,4,0,15,15,15,15,0,39,39,39,39,0,14,14,14,14,0,38,38,38,38,0,38,38,38,38,0,0,0,0,0,0,50,50,50,50,0,27,27,27,27,0,100,100,100,100,0,1,1,1,1,0,2,2,2,2,0,1,1,1,1,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,218,218,218,218,0,218,218,218,218,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,36,36,36,36,0,50,50,50,50,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Reyes","Orthodox","Lightweight",2021-07-10,1994-10-24,71,71,71,71,0,155,155,155,155,0,73,73,73,73,0,1,1,1,1,0,1,1,1,1,0,2,2,2,2,0,1,1,1,1,0,7,7,7,7,0,1,1,1,1,0,1,1,1,1,0,6,6,6,6,0,13,13,13,13,0,6,6,6,6,0,13,13,13,13,0,46,46,46,46,0,0,0,0,0,0,80,80,80,80,0,14,14,14,14,0,100,100,100,100,0,3,3,3,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,79,79,79,79,0,79,79,79,79,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,46,46,46,46,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexa Grasso","Orthodox","Women's Flyweight",2014-06-28,1987-08-03,65,65,65,65,0,125,125,125,125,0,66,66,66,66,0,3,3,3,3,0,20,20,20,20,0,32,32,32,32,0,80,80,80,80,0,273,273,273,273,0,23,23,23,23,0,34,34,34,34,0,163,163,163,163,0,384,384,384,384,0,148,148,148,148,0,369,369,369,369,0,42,42,42,42,0,0,0,0,0,0,72,72,72,72,0,32,32,32,32,0,68,68,68,68,0,13,13,13,13,0,14,14,14,14,0,12,12,12,12,0,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,300,300,300,300,0,900,900,900,900,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,0,92,92,92,92,0,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"Alexa Grasso","Orthodox","Women's Flyweight",2014-07-26,1986-07-20,65,65,65,65,0,125,125,125,125,0,66,66,66,66,0,5,5,5,5,0,3,3,3,3,0,13,13,13,13,0,30,30,30,30,0,117,117,117,117,0,18,18,18,18,0,30,30,30,30,0,262,262,262,262,0,408,408,408,408,0,84,84,84,84,0,203,203,203,203,0,64,64,64,64,0,1,1,1,1,0,55,55,55,55,0,36,36,36,36,0,60,60,60,60,0,8,8,8,8,0,8,8,8,8,0,23,23,23,23,0,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,2,2,2,2,0,0,0,0,0,0,50,50,50,50,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,300,300,300,300,0,1500,1500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,41,41,41,41,0,100,100,100,100,0,85,85,85,85,0,0,0,0,0,0,100,100,100,100,0,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0
"Alexa Grasso","Orthodox","Women's Flyweight",2020-01-25,1994-01-22,65,65,65,65,0,125,125,125,125,0,66,66,66,66,0,3,3,3,3,0,1,1,1,1,0,3,3,3,3,0,19,19,19,19,0,48,48,48,48,0,5,5,5,5,0,10,10,10,10,0,95,95,95,95,0,162,162,162,162,0,38,38,38,38,0,81,81,81,81,0,58,58,58,58,0,0,0,0,0,0,64,64,64,64,0,42,42,42,42,0,50,50,50,50,0,8,8,8,8,0,11,11,11,11,0,5,5,5,5,0,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,300,300,300,300,0,900,900,900,900,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,46,46,46,46,0,72,72,72,72,0,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"Alexa Grasso","Orthodox","Women's Flyweight",2020-03-07,1989-07-22,65,65,65,65,0,125,125,125,125,0,66,66,66,66,0,3,3,3,3,0,16,16,16,16,0,20,20,20,20,0,47,47,47,47,0,129,129,129,129,0,18,18,18,18,0,25,25,25,25,0,123,123,123,123,0,220,220,220,220,0,88,88,88,88,0,182,182,182,182,0,55,55,55,55,0,0,0,0,0,0,83,83,83,83,0,38,38,38,38,0,72,72,72,72,0,2,2,2,2,0,2,2,2,2,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,2,2,0,0,0,0,0,0,50,50,50,50,0,1,1,1,1,0,1,1,1,1,0,3,3,3,3,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,300,300,300,300,0,900,900,900,900,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,48,48,48,48,0,100,100,100,100,0,100,100,100,100,0,0,0,0,0,0,100,100,100,100,0,75,75,75,75,0,0,0,0,0,0,1,1,1,1,0
"Alexa Grasso","Orthodox","Women's Flyweight",2021-03-13,1991-08-25,65,65,65,65,0,125,125,125,125,0,66,66,66,66,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,300,300,300,300,0,900,900,900,900,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexa Grasso","Orthodox","Women's Flyweight",2021-07-10,1989-11-11,65,65,65,65,0,125,125,125,125,0,66,66,66,66,0,3,3,3,3,0,2,2,2,2,0,3,3,3,3,0,32,32,32,32,0,85,85,85,85,0,0,0,0,0,0,0,0,0,0,0,103,103,103,103,0,169,169,169,169,0,45,45,45,45,0,103,103,103,103,0,60,60,60,60,0,0,0,0,0,0,67,67,67,67,0,42,42,42,42,0,0,0,0,0,0,2,2,2,2,0,3,3,3,3,0,1,1,1,1,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,0,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,300,300,300,300,0,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,0,66,66,66,66,0,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,88,88,88,88,0,0,0,0,0,0,0,0,0,0,0
"Alexa Grasso","Orthodox","Women's Flyweight",2021-11-06,1992-12-02,65,65,65,65,0,125,125,125,125,0,66,66,66,66,0,3,3,3,3,0,4,4,4,4,0,7,7,7,7,0,32,32,32,32,0,118,118,118,118,0,11,11,11,11,0,12,12,12,12,0,121,121,121,121,0,224,224,224,224,0,64,64,64,64,0,157,157,157,157,0,54,54,54,54,0,0,0,0,0,0,70,70,70,70,0,33,33,33,33,0,93,93,93,93,0,3,3,3,3,0,3,3,3,3,0,8,8,8,8,0,11,11,11,11,0,2,2,2,2,0,2,2,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,300,300,300,300,0,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,0,100,100,100,100,0,72,72,72,72,0,100,100,100,100,0,0,0,0,0,0,44,44,44,44,0,0,0,0,0,0,1,1,1,1,0
"Alexa Grasso","Orthodox","Women's Flyweight",2022-05-14,1996-08-03,65,65,65,65,0,125,125,125,125,0,66,66,66,66,0,3,3,3,3,0,8,8,8,8,0,13,13,13,13,0,17,17,17,17,0,56,56,56,56,0,10,10,10,10,0,12,12,12,12,0,120,120,120,120,0,200,200,200,200,0,65,65,65,65,0,134,134,134,134,0,60,60,60,60,0,0,0,0,0,0,73,73,73,73,0,33,33,33,33,0,83,83,83,83,0,13,13,13,13,0,16,16,16,16,0,10,10,10,10,0,28,28,28,28,0,3,3,3,3,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,2,2,0,1,1,1,1,0,50,50,50,50,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,300,300,300,300,0,900,900,900,900,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,48,48,48,48,0,81,81,81,81,0,35,35,35,35,0,75,75,75,75,0,100,100,100,100,0,50,50,50,50,0,100,100,100,100,0,1,1,1,1,0
"Alexa Grasso","Orthodox","Women's Flyweight",2023-03-18,1995-07-24,65,65,65,65,0,125,125,125,125,0,66,66,66,66,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,0,23,23,23,23,0,6,6,6,6,0,8,8,8,8,0,91,91,91,91,0,0,0,0,0,0,67,67,67,67,0,80,80,80,80,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,3,3,3,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,164,164,164,164,0,164,164,164,164,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,75,75,75,75,0,100,100,100,100,0,100,100,100,100,0,0,0,0,0,0,100,100,100,100,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0
"Alexa Grasso","Orthodox","Women's Flyweight",2023-07-29,1993-03-02,65,65,65,65,0,125,125,125,125,0,66,66,66,66,0,4,4,4,4,0,8,8,8,8,0,14,14,14,14,0,26,26,26,26,0,132,132,132,132,0,16,16,16,16,0,26,26,26,26,0,182,182,182,182,0,308,308,308,308,0,59,59,59,59,0,181,181,181,181,0,59,59,59,59,0,0,0,0,0,0,67,67,67,67,0,23,23,23,23,0,62,62,62,62,0,4,4,4,4,0,4,4,4,4,0,4,4,4,4,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,274,274,274,274,0,1174,1174,1174,1174,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,0,100,100,100,100,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,1,1,1,1,0
"Alexa Grasso","Orthodox","Women's Flyweight",2023-10-07,1989-04-12,65,65,65,65,0,125,125,125,125,0,66,66,66,66,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,21,21,21,21,0,3,3,3,3,0,3,3,3,3,0,50,50,50,50,0,65,65,65,65,0,16,16,16,16,0,28,28,28,28,0,76,76,76,76,0,0,0,0,0,0,0,0,0,0,0,52,52,52,52,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,237,237,237,237,0,237,237,237,237,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,57,57,57,57,0,0,0,0,0,0,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,1,1,1,1,0
